Nom,Raison sociale,SIREN,Segment,Adresse Toulouse,Gérant,Type dirigeant,Rôle,Nb établissements,Date création,SIREN holding
"DR SWAG","DR SWAG SASU",801794504,"Mode/Vêtements","13 RUE PERCHEPINTE 31000 TOULOUSE","Nicolas Julius",physique,"Président de SAS",1,2014-05-11,
"DRESS 31","DRESS 31",878656396,"Mode/Vêtements","23 RUE DE REMUSAT 31000 TOULOUSE","Ali Hadjaz",physique,"Liquidateur",1,2019-11-16,
"DRESS C","DRESS C",798450631,"Mode/Vêtements","8 RUE SAINT JEROME 31000 TOULOUSE","",,"",1,2013-11-12,
"DRESSING ROSE AND KIDS","DRESSING ROSE AND KIDS",883705923,"Mode/Vêtements","31 RUE SAINT ROME 31000 TOULOUSE","Ameur Gasdallah",physique,"Président de SAS",2,2020-03-10,
"DROLE DE REVE","SARL REBECACC",485216584,"Mode/Vêtements","74 GRANDE-RUE SAINT MICHEL 31400 TOULOUSE","",,"",1,2005-12-06,
"DUO BOUTIQUE","COCCI",429906761,"Mode/Vêtements","12 PL ESQUIROL 31000 TOULOUSE","Jean-marie Ponsot",physique,"Gérant",2,2000-03-01,
"E.D.V. SARL","E.D.V. SARL",823017389,"Mode/Vêtements","36 RUE DES MARCHANDS 31000 TOULOUSE","Emmanuelle De vinster",physique,"Gérant",1,2016-10-01,
"EARLYBIRDIE","EARLYBIRDIE",848468252,"Mode/Vêtements","3 RUE DE L'ECHARPE 31000 TOULOUSE","Romain Grange",physique,"Gérant",1,2019-02-15,
"EAST SIDE","EAST SIDE",492027966,"Mode/Vêtements","17 RUE PEYRAS 31000 TOULOUSE","Christophe Canitrot",physique,"Gérant",1,2006-09-22,
"ECO MODE SARL","ECO MODE SARL",513931592,"Mode/Vêtements","19 RUE SAINT ROME 31000 TOULOUSE","",,"",2,2009-07-27,
"ECUME STORE","ECUME STORE",835316316,"Mode/Vêtements","16 RUE PEYRAS 31000 TOULOUSE","Aure-line Cabal",physique,"Gérant",1,2018-01-26,
"ELOYAFRED","ELOYAFRED",907564611,"Mode/Vêtements","9 PLACE ROGER SALENGRO 31000 TOULOUSE","ESKERRIK ASKO GUY",morale,"Président de SAS",1,2021-11-19,878208842
"ELRIE DEVELOPPEMENT","ELRIE DEVELOPPEMENT",394207039,"Mode/Vêtements","20 AVENUE ROBERT CAMPARDON 31500 TOULOUSE","Dominique Asseraf (kalfa)",physique,"Gérant",1,1994-01-15,
"ENTRE ELLE ET MOI","ENTRE ELLE ET MOI",403883119,"Mode/Vêtements","35 RUE DES CHANGES 31000 TOULOUSE","Stephane Benhamou",physique,"Gérant",1,1996-01-11,
"ESD","ESD",483253258,"Mode/Vêtements","2 RUE DES ARTS 31000 TOULOUSE","",,"",1,2005-07-11,
"ESPRITS LIBRES","LAUTHI",898786967,"Mode/Vêtements","9 RUE FIEUX 31100 TOULOUSE","Laurine Pierre",physique,"Gérant",1,2021-04-16,
"ETABLISSEMENTS BETAN","ETABLISSEMENTS BETAN",650801541,"Mode/Vêtements","24 RUE RINGAUD 31500 TOULOUSE","Philippe Laik",physique,"Gérant",1,1965-01-01,
"ETAT SECOND","",821052909,"Mode/Vêtements","7 RUE DE L'INDUSTRIE 31000 TOULOUSE","Jeremy Fortune",physique,"",1,2016-06-20,
"ETHIC ET CHIC","ANBEKELE",501982540,"Mode/Vêtements","29 RUE LEON GAMBETTA 31000 TOULOUSE","Philippe Jalby",physique,"Gérant",1,2008-02-11,
"ETHIC ET CHIC COMMERCE EQUITABLE","ETHIC ET CHIC",478423973,"Mode/Vêtements","39 RUE PEYROLIERES 31000 TOULOUSE","Philippe Jalby",physique,"Gérant",1,2004-10-01,
"ETOILE DE SONGE","ETOILE DE SONGE",842073801,"Mode/Vêtements","9 PLACE DE LA TRINITE 31000 TOULOUSE","Sophie Pialat",physique,"Gérant",1,2018-09-03,
"EURL YS","EURL YS",497789214,"Mode/Vêtements","16 RUE ANDRE ETCHEVERLEPO 31200 TOULOUSE","",,"",2,2007-03-22,
"EURO TEX","EURO TEX",838349330,"Mode/Vêtements","26 CHEMIN DU COIN DE LA MOURE 31500 TOULOUSE","Hugo Soares da silva cabeca",physique,"Gérant",3,2018-03-15,
"EXS","JEANS",525144598,"Mode/Vêtements","11 RUE SAINTE URSULE 31000 TOULOUSE","",,"",1,2010-09-24,
"F.G.H.M.","F.G.H.M.",433739836,"Mode/Vêtements","28 RUE DES MARCHANDS 31000 TOULOUSE","",,"",3,2000-11-27,
"FABIENNE","S.A. PERRY",630800316,"Mode/Vêtements","10 RUE D'AUSTERLITZ 31000 TOULOUSE","Elisabeth Malet",physique,"Président du conseil d'administration",2,1963-01-01,
"FAVORIS BOUTIQUE VINTAGE","",801629197,"Mode/Vêtements","7 PLACE DE DAMLOUP 31000 TOULOUSE","Lydia Destarac",physique,"",1,2014-05-01,
"FC2 BOUTIQUE","FC2 BOUTIQUE",810479311,"Mode/Vêtements","8 RUE DES ARTS 31000 TOULOUSE","Francois Couillard",physique,"Gérant",1,2015-03-20,
"FJWOMEN","",913969754,"Mode/Vêtements","126 CHEMIN DE CROIX BENITE 31200 TOULOUSE","Dominique Sokpawo",physique,"",1,2022-05-23,
"FLOQ'ART","",532757762,"Mode/Vêtements","2 RUE CAMILLE DESMOULINS 31400 TOULOUSE","Sofiane Guellouh",physique,"",1,2011-05-28,
"FORUM","FORUM",503279994,"Mode/Vêtements","26 RUE ALEXANDRE SOUMET 31500 TOULOUSE","",,"",2,2008-04-01,
"FRANCK MAGNABAL","",842577231,"Mode/Vêtements","35 CHEMIN DE FAGES 31400 TOULOUSE","Franck Magnabal",physique,"",1,2018-09-18,
"FROM TOULOUSE WITH LOVE","FROM TOULOUSE WITH LOVE",828570499,"Mode/Vêtements","APPT 1ER ETAGE GAUCHE 254 RUE HENRI DESBALS 31100 TOULOUSE","Naima Boubaaya",physique,"Gérant",1,2017-03-27,
"FULLSPOT","SOFEA",808894489,"Mode/Vêtements","2 RUE BARONIE 31000 TOULOUSE","Dominique Lestang (ferre)",physique,"Président de SAS",3,2015-02-01,
"FUTURWARE LAB","FUTURWARE LAB",410238703,"Mode/Vêtements","9 RUE BOULBONNE 31000 TOULOUSE","Tatiana Descazeaux (gorchkova)",physique,"Gérant",1,1996-11-01,
"G.R.I. FRANCE","G.R.I. FRANCE",389272717,"Mode/Vêtements","20 RUE SAINT ANTOINE DU T 31000 TOULOUSE","Jeffrey Fang",physique,"Gérant",2,1992-12-01,
"G5 SECURITY WEAR","G5 SECURITY WEAR",823872668,"Mode/Vêtements","52 BOULEVARD DEODAT DE SEVERAC 31300 TOULOUSE","Khalid Benkaddour",physique,"Président de SAS",1,2016-10-01,
"GAASTRA","A PLEINES VOILES",801641010,"Mode/Vêtements","40 RUE DE REMUSAT 31000 TOULOUSE","Patrice Perreau",physique,"Gérant",1,2014-04-03,
"GENESIS","GENESIS",409424025,"Mode/Vêtements","16 RUE DE LA POMME 31000 TOULOUSE","",,"",2,1996-10-01,
"GIANNI FERRUCCI","H.D.M",539756767,"Mode/Vêtements","11-13 11 RUE BAOUR LORMIAN 31000 TOULOUSE","Hava Derhy (bayer)",physique,"Gérant",1,2012-02-06,
"GLAM SHOES BK","GLAM & CO",808299044,"Mode/Vêtements","29 RUE DES CHANGES 31000 TOULOUSE","Chadli Hambli",physique,"Président de SAS",1,2014-12-13,
"GLISSE & DANSE","C3GV",830125217,"Mode/Vêtements","7 RUE D'ALDEGUIER 31500 TOULOUSE","Cyrille Cabanes",physique,"Président de SAS",2,2017-06-06,
"GOLDENS","GOLDENS",824648919,"Mode/Vêtements","1 RUE JEAN-PHILIPPE RAMEAU 31200 TOULOUSE","Meryll Arres",physique,"Directeur Général",2,2017-01-02,
"GREENANOO","GREENANOO",878353531,"Mode/Vêtements","13 RUE SAINTE URSULE 31000 TOULOUSE","Bruno Legros",physique,"Président de SAS",1,2019-10-14,
"GRENAD'IN","GRENAD'IN",508683604,"Mode/Vêtements","APT 20 3 RUE EMILE LECRIVAIN 31400 TOULOUSE","",,"",2,2008-10-22,
"GRESLEY","KMD",532327046,"Mode/Vêtements","8 RUE J F KENNEDY 31000 TOULOUSE","Nadir Khiatine",physique,"Gérant",2,2011-05-01,
"GUESS","BUSINESS XX",395107048,"Mode/Vêtements","CHEMIN DE BORDEROUGE 31200 TOULOUSE","Sandra Perin",physique,"Gérant",1,1994-05-18,
"GWENAELLE RIGAUT","",538578774,"Mode/Vêtements","6 RUE ANNA POLITKOVSKAIA 31200 TOULOUSE","Gwenaelle Rigaut",physique,"",1,2011-09-01,
"HACKETT","GEOGRAPHIC",488723164,"Mode/Vêtements","C/O SARL ANTIGUA 19 RUE DU FOURBASTARD 31000 TOULOUSE","Stephane Gaffino",physique,"Gérant",1,2006-02-21,
"HANNAH","HANNAH",799219837,"Mode/Vêtements","31-33 31 RUE BOULBONNE 31000 TOULOUSE","Abdelkader Boukenine",physique,"Gérant",3,2013-12-12,
"HELENE RIVOT (HISTORICAL REENACTING)","",345095053,"Mode/Vêtements","20 AVENUE DE GRANDE BRETAGNE 31300 TOULOUSE","Helene Rivot",physique,"",1,1988-06-01,
"HELL 17","SARL ADLER-GIRMA",500354543,"Mode/Vêtements","17 RUE DE METZ 31000 TOULOUSE","",,"",1,2007-09-24,
"HELLADE","HELLADE",407941947,"Mode/Vêtements","10 RUE SAINT PANTALEON 31000 TOULOUSE","Dimitriadis pantelis",physique,"Gérant",2,1995-11-15,
"HERO SEVEN","LIV 2",917987125,"Mode/Vêtements","22 RUE DE LA POMME 31000 TOULOUSE","LIVAM",morale,"Président de SAS",2,2022-07-29,501582571
"HERVE MARIAGE","RAMSES",523860542,"Mode/Vêtements","20 RUE DU LANGUEDOC 31000 TOULOUSE","Aline Rouja (alric)",physique,"Gérant",1,2010-07-20,
"HESM","BIBA",413809674,"Mode/Vêtements","26 RUE MONTARDY 31000 TOULOUSE","Corine Chiche (benhamou)",physique,"Gérant",3,1997-08-01,
"HOT-COUTURE","HOT-COUTURE",531001709,"Mode/Vêtements","5 RUE DES LOIS 31000 TOULOUSE","Arielle Bonneville",physique,"Gérant",2,2011-03-03,
"HR 31","HR 31",990113078,"Mode/Vêtements","7 RUE ANDRE BAUGE 31100 TOULOUSE","Rania Hadjaz",physique,"Président de SAS",1,2025-08-06,
"HUBAMACA","HUBAMACA",523309144,"Mode/Vêtements","28 AVENUE ETIENNE BILLIERES 31300 TOULOUSE","Jean-pierre Sola",physique,"Liquidateur",2,2010-07-01,
"HUBERT STILBO","HUBERT STILBO",424021137,"Mode/Vêtements","8 RUE LOUIS COURTOIS DE VICOSE 31100 TOULOUSE","Hubert Delmas",physique,"Gérant",1,1999-09-01,
"I REP","",914684840,"Mode/Vêtements","19 RUE DURAND 31200 TOULOUSE","Laurent Vanterpool",physique,"",1,2022-06-17,
"IDEAL TRICOTS","IDEAL TRICOTS",424579787,"Mode/Vêtements","74 AVENUE ETIENNE BILLIERES 31300 TOULOUSE","Patrick Pujol",physique,"Gérant",1,1999-10-01,
"IL UMEX","IL UMEX",451130058,"Mode/Vêtements","24 RUE DE BAYARD 31000 TOULOUSE","",,"",1,2003-12-11,
"ILANN FIVE","PMN",824966022,"Mode/Vêtements","17 RUE DES CHANGES 31000 TOULOUSE","Pierre Assali",physique,"Gérant",1,2017-01-12,
"ILLEGAL SHOP","JOVIAL",482301850,"Mode/Vêtements","40 RUE DE REMUSAT 31000 TOULOUSE","",,"",1,2005-05-04,
"IMAA","IMAA",832203517,"Mode/Vêtements","30 RUE GATIEN ARNOULT 31000 TOULOUSE","Fabiana Minj (kujur)",physique,"Président de SAS",1,2017-09-01,
"INDECENCE","INDECENCE",520484635,"Mode/Vêtements","2 RUE DES ARTS 31000 TOULOUSE","",,"",1,2010-02-22,
"ISA","ISA",789154580,"Mode/Vêtements","CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE","",,"",1,2012-10-19,
"ISTANBUL COLLECTION 2","ISTANBUL COLLECTION 2",832997431,"Mode/Vêtements","10 RUE DE CHAMBERY 31500 TOULOUSE","Mehmet Yildirim",physique,"Président de SAS",1,2017-10-30,
"JAKO","JAKO",378521850,"Mode/Vêtements","36 AVENUE HONORE SERRES 31000 TOULOUSE","",,"",4,1990-06-22,
"JASMINE GILABERT (PREMIERE ARCHIVE)","",821103579,"Mode/Vêtements","13 RUE SAINTE URSULE 31000 TOULOUSE","Jasmine Gilabert",physique,"",2,2016-06-13,
"JEAN CLAUDE BIGUINE","HAIR DEVELOPMENT",488122227,"Mode/Vêtements","7 RUE SAINT JEROME 31000 TOULOUSE","Jean Diaz (diaz)",physique,"Gérant",1,2006-01-02,
"JEROME MIMOUN","",338751910,"Mode/Vêtements","10 RUE DES TROIS PILIERS 31000 TOULOUSE","Jerome Mimoun",physique,"",1,1986-08-15,
"JESSIE","JESSIE",441154853,"Mode/Vêtements","8 RUE BARONIE 31000 TOULOUSE","",,"",1,2002-03-01,
"JO (SCOOP)","JO",447962358,"Mode/Vêtements","31 RUE SAINT ROME 31000 TOULOUSE","Olivier Judkiewicz",physique,"Gérant",2,2003-01-01,
"JOLAN 31","JOLAN 31",817786874,"Mode/Vêtements","6 RUE D'ASTORG 31000 TOULOUSE","Nadege Gauvin (gibert)",physique,"Gérant",1,2016-01-12,
"JOXO KANI LUBANZADIO","",523770006,"Mode/Vêtements","29 RUE AGATHOISE 31000 TOULOUSE","Joxo Lubanzadio",physique,"",1,2010-07-13,
"JPC","JPC",751840638,"Mode/Vêtements","14 B RUE DES PUITS CLOS 31000 TOULOUSE","Mickael Cargoles",physique,"Gérant",1,2012-05-16,
"JUJU S'AMUSE","JUJU S'AMUSE",893607663,"Mode/Vêtements","9 RUE RIGUEPELS 31000 TOULOUSE","Judith Lacroix",physique,"Gérant",1,2021-01-28,
"JUMA","JUMA",980880892,"Mode/Vêtements","1 RUE JEAN-PAUL LAURENS 31400 TOULOUSE","Martine Pech",physique,"Président de SAS",1,2023-10-20,
"KAILI","KAILI DRESS",930004478,"Mode/Vêtements","170 RUE DE PERIOLE 31500 TOULOUSE","Lilia Kaplan (baitar)",physique,"Liquidateur",1,2024-06-24,
"KARINE LOUBET (PRIOR)","",528131444,"Mode/Vêtements","6 RUE DU CAPITAINE ESCUDIE 31000 TOULOUSE","Karine Loubet (prior)",physique,"",1,2010-10-01,
"KARL & JACK","KARL & JACK",815352885,"Mode/Vêtements","APT 34 HALL B 34 BOULEVARD DE SUISSE 31200 TOULOUSE","Jean-philippe Perez",physique,"Gérant",1,2015-12-17,
"KATHY. B","KATHY. B",882609688,"Mode/Vêtements","44 RUE DE METZ 31000 TOULOUSE","Catherine Ballias",physique,"Président de SAS",1,2020-03-01,
"KEAMANA","",921341004,"Mode/Vêtements","8 B RUE ROQUEMAUREL 31300 TOULOUSE","Venisia Hohaa",physique,"",1,2022-11-21,
"KEED","ELLE AND SHE",306735440,"Mode/Vêtements","28 RUE DES CHANGES 31000 TOULOUSE","Veronique Descouens (laschon-ruquet)",physique,"Gérant",1,1976-01-01,
"KHADY NIANG","",901562645,"Mode/Vêtements","APT 21 5 IMPASSE DE BITET 31400 TOULOUSE","Khady Niang",physique,"",1,2021-07-17,
"KHITCOS","KHITCOS",878523497,"Mode/Vêtements","15 CHEMIN DE LA CRABE 31300 TOULOUSE","Kevin Dolt costa",physique,"Gérant",1,2019-10-31,
"KHOLK","KHOLK",842349995,"Mode/Vêtements","B2 15 RUE DU COLONEL TOUSSAINT 31500 TOULOUSE","Frederic Valette",physique,"Président de SAS",1,2018-09-12,
"KILOW FAMILY","KILOW FAMILY",929769784,"Mode/Vêtements","3 RUE ALBERT MAMY 31500 TOULOUSE","Charlie Puechmarin",physique,"Gérant",1,2024-06-07,
"KLUB'ER","NORTH BEACH",750330581,"Mode/Vêtements","CENTRE COMMERCIAL GRAMONT   LOCAL B14 2 CHEMIN DE GABARDIE 31200 TOULOUSE","Serge Sznyter",physique,"Gérant",4,2012-02-15,
"KZA","SAGAMORE EURL",832260194,"Mode/Vêtements","20 T RUE LEJEUNE 31000 TOULOUSE","Carine-laurence Cazanove (louge)",physique,"Gérant",2,2017-10-01,
"L'ADRESSE BLANCHE","EZKONTZA",901855585,"Mode/Vêtements","72 RUE PIERRE-PAUL RIQUET 31000 TOULOUSE","Magali Aycaguer",physique,"Président de SAS",1,2021-07-26,
"L'ANNEXE","NICOLE BUSATO CONCEPT",832046767,"Mode/Vêtements","38 RUE SAINT ROME 31000 TOULOUSE","Nicole Busato (ben soussan)",physique,"Gérant",1,2017-10-05,
"L'EFFET A L'EST","L'EFFET A L'EST",849983440,"Mode/Vêtements","CHEZ PARTNER 25 B AVENUE MARCEL DASSAULT 31500 TOULOUSE","Christophe Vielle",physique,"Gérant",1,2019-04-05,
"L'EFFET SACRE COEUR","L'EFFET SACRE COEUR",837819333,"Mode/Vêtements","CHEZ LA SECCC 25 RUE D'ORLEANS 31000 TOULOUSE","Christophe Vielle",physique,"Gérant",1,2018-03-01,
"L'EFFET SAUVAGE","L'EFFET SAUVAGE",850104852,"Mode/Vêtements","CHEZ PARTNER 25 B AVENUE MARCEL DASSAULT 31500 TOULOUSE","Christophe Vielle",physique,"Gérant",1,2019-04-08,
"L'ELEGANCE ETERNELLE","L'ELEGANCE ETERNELLE",504869272,"Mode/Vêtements","33 RUE DE LA COLOMBETTE 31000 TOULOUSE","",,"",1,2008-07-01,
"L'EMPLACEMENT","AMIE",893038257,"Mode/Vêtements","40 RUE D'ALSACE LORRAINE 31000 TOULOUSE","Eric Bitoun",physique,"Président de SAS",1,2021-01-01,
"L'ESPION","SOCIETE SAMANTA",310602370,"Mode/Vêtements","21 B RUE CROIX BARAGNON 31000 TOULOUSE","Simone Soudri",physique,"Président de SAS",1,1977-01-01,
"L'EVEREST","L'EVEREST",750690547,"Mode/Vêtements","2 PLACE DE DAMLOUP 31000 TOULOUSE","Philippe Second",physique,"Gérant",1,2012-04-02,
"L'ISLA NOVA","",819913187,"Mode/Vêtements","36 RUE DES TOURNEURS 31000 TOULOUSE","Léa Palacin noblet (noblet)",physique,"",1,2016-04-25,
"L'OBSERVATOIRE","ALICE",491278156,"Mode/Vêtements","4 RUE DES ARTS 31000 TOULOUSE","Jonnhy Dunal",physique,"Gérant",1,2006-08-01,
"LA BEAUTE MAHORAISE","",808112114,"Mode/Vêtements","25 CHEMIN DE MONTREDON 31200 TOULOUSE","Roukia Madi",physique,"",1,2015-01-01,
"LA CHEMISERIE TOULOUSAINE--LCT","LA CHEMISERIE TOULOUSAINE--LCT",403309891,"Mode/Vêtements","12 RUE CROIX BARAGNON 31000 TOULOUSE","Ari Zlotkin",physique,"Gérant",3,1996-01-05,
"LA CLEF DES CHARMES","LA CLEF DES CHARMES",790766687,"Mode/Vêtements","28 RUE DES BLANCHERS 31000 TOULOUSE","Celine Manceau",physique,"Gérant",1,2013-05-13,
"LA FABRICA","",518139399,"Mode/Vêtements","13 PLACE INTERIEURE SAINT CYPRIEN 31300 TOULOUSE","Florent Arcens",physique,"",1,2009-12-01,
"LA FILLE DE MARGARET","ROYA",520610593,"Mode/Vêtements","35 RUE BOULBONNE 31000 TOULOUSE","Sarah Pelegry (fatemi)",physique,"Gérant",4,2010-02-16,
"LA FLEUR DES POIS","LA FLEUR DES POIS",521659672,"Mode/Vêtements","54 RUE DU FAUBOURG BONNEFOY 31500 TOULOUSE","Patricia Bonalumi",physique,"Gérant",1,2010-04-09,
"LA MAISON DE L'HOMME","TOULIC",890507932,"Mode/Vêtements","46 RUE DE METZ 31000 TOULOUSE","Erick Haziza",physique,"Gérant",3,2020-10-27,
"LA MAISON DES SENIORS","LA MAISON DES SENIORS",478831803,"Mode/Vêtements","6 B RUE DE FENOUILLET 31200 TOULOUSE","Romain Caperan",physique,"Gérant",1,2004-10-01,
"LA MER EN PLUS","LA MER EN PLUS",434169256,"Mode/Vêtements","44 RUE DES FILATIERS 31000 TOULOUSE","",,"",1,2001-02-08,
"LA MOMERIE","TRIMON",840216766,"Mode/Vêtements","12 RUE DE LA COLOMBETTE 31000 TOULOUSE","Lou-maite Monjon",physique,"Gérant",2,2018-07-01,
"LA PETITE CHEVALERIE","",992437400,"Mode/Vêtements","79 CHEMIN DE CANTO LAOUZETTO 31100 TOULOUSE","William Mensah neglokpe",physique,"",1,2025-10-13,
"LA ROBERIE","LA ROBERIE",534008818,"Mode/Vêtements","45 AVENUE JEAN RIEUX 31500 TOULOUSE","",,"",1,2011-08-05,
"LA SUITE...","M & B",518036629,"Mode/Vêtements","22 RUE SAINT ROME 31000 TOULOUSE","Anouar-adil Boudraa",physique,"Gérant",1,2009-11-01,
"LADY N","LADY N",532529625,"Mode/Vêtements","5 PLACE INTERIEURE SAINT CYPRIEN 31300 TOULOUSE","Nicole Peiret (nyate)",physique,"Gérant",1,2011-05-28,
"LAGO SA (BONPOINT)","LAGO SA",309978674,"Mode/Vêtements","13 RUE BOULBONNE 31000 TOULOUSE","",,"",2,1977-01-01,
"LAM COLLECTION'S","LAM COLLECTION'S",844620864,"Mode/Vêtements","61 RUE DU FAUBOURG BONNEFOY 31500 TOULOUSE","Lamie El kihal",physique,"Président de SAS",1,2018-12-01,
"LAMA","LAMA",421370651,"Mode/Vêtements","10 RUE BOULBONNE 31000 TOULOUSE","Marine Lafitte",physique,"Gérant",1,1999-01-15,
"LANGE (LA MALLE D'EYDEN)","LANGE",842502494,"Mode/Vêtements","26 RUE THEODORE DE BANVILLE 31200 TOULOUSE","Marie-france Eveille",physique,"Président de SAS",3,2018-09-10,
"LAORA VITTORIA","LAORA VITTORIA",412012395,"Mode/Vêtements","19 RUE OZENNE 31000 TOULOUSE","Annick Confuorto (racine)",physique,"Gérant",1,1997-05-02,
"LB7","LB7",100285386,"Mode/Vêtements","7 RUE BOULBONNE 31000 TOULOUSE","Laura Mathieu",physique,"Président de SAS",1,2026-01-23,
"LE MAITRE MESURE","SARL GAJAF",890241078,"Mode/Vêtements","10 RUE CROIX BARAGNON 31000 TOULOUSE","Gregory Baron (baron)",physique,"Gérant",1,2020-09-01,
"LE PALAIS DES FETES","LE PALAIS DES FETES",789704053,"Mode/Vêtements","2 PLACE GENEVIEVE ANTHONIOZ DE GAULLE 31100 TOULOUSE","Youcef Boulmaoui",physique,"Gérant",1,2012-11-12,
"LE QUOTIDIEN STORE","",831045687,"Mode/Vêtements","47 RUE DE LA POMME 31000 TOULOUSE","Fatima Meric (maherouz)",physique,"",2,2017-08-05,
"LE REPERE","VATOU",539613125,"Mode/Vêtements","3 RUE BARONIE 31000 TOULOUSE","Olivier Touzet",physique,"Gérant",2,2012-02-01,
"LE SHOWROOM","LE SHOWROOM",517797288,"Mode/Vêtements","2 PLACE ROUAIX 31000 TOULOUSE","",,"",1,2009-11-15,
"LE VICTORY","SARL FREYR",852451061,"Mode/Vêtements","2 RUE DU REMPART VILLENEUVE 31000 TOULOUSE","Aurelie Benazeth",physique,"Gérant",1,2019-07-10,
"LEADER MOTOS","LEADER MOTOS",489201152,"Mode/Vêtements","2 AVENUE D'ATLANTA 31200 TOULOUSE","",,"",1,2006-04-01,
"LEEBOABAN SIVILAY","",879078483,"Mode/Vêtements","133 CHEMIN DE CROIX BENITE 31200 TOULOUSE","Leeboaban Sivilay",physique,"",1,2019-12-01,
"LEGEND STORY TOULOUSE","LEGEND STORY TOULOUSE",882806698,"Mode/Vêtements","5-7 5 RUE PAUL VIDAL 31000 TOULOUSE","J R M",morale,"Président de SAS",2,2020-03-20,800738049
"LEMAN","LEMAN",794917666,"Mode/Vêtements","45 RUE DES TOURNEURS 31000 TOULOUSE","Emmanuel Levy",physique,"Gérant",1,2013-08-14,
"LES 4 SAISONS","LES 4 SAISONS",828143636,"Mode/Vêtements","24 RUE GATIEN ARNOULT 31000 TOULOUSE","Driss Hamdi",physique,"Président de SAS",2,2017-03-08,
"LES DESSOUS CHICS","CARRADE ET FILS SA",310239041,"Mode/Vêtements","29 RUE DU LANGUEDOC 31000 TOULOUSE","Jean-michel Carrade",physique,"Directeur Général",4,1977-01-01,
"LES DUNES","LES DUNES",904538857,"Mode/Vêtements","MBE BOITE 22 23 AVENUE JEAN RIEUX 31500 TOULOUSE","Noemie Poitvin-fatout (poitvin)",physique,"Président de SAS",1,2021-10-14,
"LES FEES DE LA CREATION","LES FEES DE LA CREATION EN PAYS D'OC",493678122,"Mode/Vêtements","12 RUE CUJAS 31000 TOULOUSE","Evane Friederich",physique,"Gérant",1,2007-01-10,
"LES FRELONS VERTS","LES FRELONS VERTS",898179189,"Mode/Vêtements","10 RUE MALBEC 31000 TOULOUSE","Daniel Rohr",physique,"Président de SAS",1,2021-03-15,
"LES PETITS AMIS","MIROSLAVA MARINOVA",831652953,"Mode/Vêtements","8 RUE SAINT JEROME 31000 TOULOUSE","Mirosava Marinova",physique,"Président de SAS",1,2017-09-10,
"LES TRAITS FRANCAIS","MADEL FRANCE",853314730,"Mode/Vêtements","8 RUE JULES CHALANDE 31000 TOULOUSE","Romaric Madelpuech",physique,"Président de SAS",3,2019-09-22,
"LESBONSPLANSDEDICO (L.B.P.D)","LESBONSPLANSDEDICO",910688357,"Mode/Vêtements","18 RUE COLONEL JEAN STANISLAS REMY 31200 TOULOUSE","Ludrick Attica",physique,"Président de SAS",1,2022-02-21,
"LESLIE MONTE-CARLO","LESAMBRE TOULOUSE",801007428,"Mode/Vêtements","35 RUE BOULBONNE 31000 TOULOUSE","Mireille Pietri (peyretti)",physique,"Gérant",1,2014-03-05,
"LEVI'S STORE","NOTOS",985170638,"Mode/Vêtements","30 RUE SAINT ROME 31000 TOULOUSE","SWELL",morale,"",2,2024-02-27,444346274
"LIBERTY MISS","SARL DUBERGEY",493636658,"Mode/Vêtements","68 RUE DE LA REPUBLIQUE 31300 TOULOUSE","",,"",1,2007-01-02,
"LILI-LEONE","SARL LEONI",529145161,"Mode/Vêtements","16 RUE DES TOURNEURS 31000 TOULOUSE","Stephanie Roux",physique,"Gérant",2,2011-01-21,
"LILITH","MADDY 31",831401260,"Mode/Vêtements","15 RUE CROIX BARAGNON 31000 TOULOUSE","Gilles Andre",physique,"Président de SAS",3,2017-04-01,
"LINDATEXT","LINDATEXT",527958102,"Mode/Vêtements","6 RUE DES TROIS PILIERS 31000 TOULOUSE","",,"",2,2010-10-01,
"LISTE ROUGE","SEA-LEON",478012925,"Mode/Vêtements","13 RUE DU TAUR 31000 TOULOUSE","",,"",1,2004-08-01,
"LOFAE","LOFAE",489245613,"Mode/Vêtements","36 RUE TOUNY LERYS 31100 TOULOUSE","",,"",2,2006-03-21,
"LOLA DIFFUSION","LOLA DIFFUSION",483706495,"Mode/Vêtements","8 RUE CROIX BARAGNON 31000 TOULOUSE","",,"",4,2005-07-22,
"LOLA ROSA","M.L.G",491189247,"Mode/Vêtements","2 RUE D'AUSTERLITZ 31000 TOULOUSE","",,"",1,2006-08-15,
"LONDON","2008",537535361,"Mode/Vêtements","54 RUE DU TAUR 31000 TOULOUSE","Sabah Mechenguel (aïbout)",physique,"Gérant",1,2011-10-05,
"LORENA","LORENA",429586159,"Mode/Vêtements","36 RUE D'ALSACE LORRAINE 31000 TOULOUSE","",,"",2,2000-01-14,
"LORENZA","LORENZA",752995290,"Mode/Vêtements","5 RUE PAUL VIDAL 31000 TOULOUSE","",,"",1,2012-07-24,
"LOVE CORPORATION","",500089891,"Mode/Vêtements","A16 2 ALLEE FIRMIN BOUISSET 31200 TOULOUSE","Vincent Barreau",physique,"",1,2007-09-10,
"LUILI FOR GIRLS","",830359634,"Mode/Vêtements","APPT 99 9 BOULEVARD DES MINIMES 31200 TOULOUSE","Sylvie Guelle (olive)",physique,"",1,2017-07-01,
